,loss,MAPE,coeff_determination,val_loss,val_MAPE,val_coeff_determination
0,609573.3597623967,118.59498596191406,-0.29425281286239624,425952.1658653846,145.14649963378906,0.11123805493116379
1,427358.4834710744,174.8207244873047,0.09476149827241898,298819.4038461539,189.35169982910156,0.37571918964385986
2,314697.8795196281,227.23770141601562,0.33123016357421875,257097.27524038462,244.73658752441406,0.4612347483634949
3,262631.55746384297,264.5137634277344,0.43886882066726685,246496.32211538462,214.52896118164062,0.4851662516593933
4,231807.04054752065,273.9901123046875,0.5024564266204834,213763.95192307694,236.21875,0.5503458380699158
5,203745.8265108471,268.3345642089844,0.5596430897712708,217296.38701923078,275.7415771484375,0.5430723428726196
6,184214.34962551654,260.1421813964844,0.5998376607894897,180092.33533653847,251.6818389892578,0.6170955896377563
7,170161.87041580578,264.6808776855469,0.6275715827941895,167586.53485576922,250.09580993652344,0.6449625492095947
8,162028.65108471076,273.879638671875,0.643135666847229,180717.33653846153,233.4264678955078,0.6195043325424194
9,155866.84058626034,262.96551513671875,0.657698392868042,178423.22596153847,254.48194885253906,0.620364248752594
10,153122.66548295456,268.6368103027344,0.6632208228111267,170980.90384615384,252.7053985595703,0.6356036067008972
11,148530.56766528924,252.055419921875,0.6726052165031433,162948.17548076922,249.0491485595703,0.6548753380775452
12,145723.22456095042,265.2429504394531,0.6782585978507996,157156.21995192306,276.0813293457031,0.6669856309890747
13,142320.98779700414,278.9715881347656,0.686013400554657,192610.61658653847,247.67970275878906,0.591428816318512
14,140793.11809142563,259.2486877441406,0.6901434659957886,159852.74399038462,273.9898681640625,0.660650908946991
15,138365.0830320248,256.90631103515625,0.6951692700386047,162884.23076923078,253.1377716064453,0.6537306904792786
16,134569.70738636365,258.1201477050781,0.7034191489219666,158602.01021634616,238.34011840820312,0.664565920829773
17,131705.06831095042,245.5111083984375,0.7099000215530396,158769.32572115384,271.4311218261719,0.6635273694992065
18,129489.72320506198,253.52293395996094,0.7148033976554871,171808.72475961538,248.14251708984375,0.6327294707298279
19,127762.77072572314,250.22694396972656,0.7186388373374939,163749.89663461538,292.382080078125,0.6534373760223389
20,125562.98941115703,249.75851440429688,0.7237288355827332,150448.92367788462,237.67222595214844,0.6824575066566467
21,122896.42813791323,251.5400390625,0.7292917370796204,154138.22716346153,246.97206115722656,0.6739373803138733
22,120420.81011105372,237.50067138671875,0.7351234555244446,157746.85817307694,229.3168487548828,0.666799783706665
23,118580.50613378099,237.99061584472656,0.7388836145401001,153222.1141826923,244.43931579589844,0.6757898330688477
24,116857.87732438017,235.62364196777344,0.7429261803627014,161578.57451923078,226.94583129882812,0.6591479778289795
25,115436.04409865703,244.23886108398438,0.7460802793502808,151251.45973557694,251.65005493164062,0.6801589131355286
26,113359.06288739669,228.8896484375,0.7508074641227722,150819.515625,228.97312927246094,0.6808256506919861
27,112369.23224431818,240.76168823242188,0.7530186772346497,154332.13701923078,230.54295349121094,0.6728775501251221
28,110718.98611828513,235.00682067871094,0.756884753704071,147382.86658653847,246.30630493164062,0.687015175819397
29,109051.99276859504,234.4619903564453,0.760232150554657,161592.7920673077,227.49786376953125,0.6570838689804077
30,107758.77008006198,227.4427032470703,0.76310133934021,149368.00060096153,245.57005310058594,0.6833794116973877
31,106024.99128357437,228.06471252441406,0.767075777053833,155096.56670673078,240.58290100097656,0.6713052988052368
32,105079.82509039257,218.67001342773438,0.7690770030021667,147483.93689903847,240.5439910888672,0.688087522983551
33,104318.03557592975,230.95567321777344,0.7705925703048706,148569.36298076922,233.31651306152344,0.6854433417320251
34,102453.30597882232,223.87380981445312,0.7748348712921143,145351.01201923078,231.04367065429688,0.6921425461769104
35,101243.07328254133,220.11338806152344,0.7776867151260376,146845.96814903847,240.89044189453125,0.6881210803985596
36,99685.0012267562,225.09100341796875,0.7810429334640503,147489.53786057694,238.6357879638672,0.6873206496238708
37,98624.35788997934,230.72210693359375,0.783416748046875,146617.99939903847,239.44500732421875,0.6889528632164001
38,97450.10989152892,225.45840454101562,0.7860079407691956,152625.0625,227.46505737304688,0.6762712001800537
39,96961.35827737603,221.22711181640625,0.7872639298439026,147847.72055288462,235.7776641845703,0.6863634586334229
40,95588.87519369835,220.33285522460938,0.7901439070701599,153617.76021634616,241.93397521972656,0.675061821937561
41,93763.8404571281,221.70785522460938,0.79413241147995,146790.50120192306,231.77366638183594,0.6876025795936584
42,93048.9321410124,208.12391662597656,0.7956426739692688,147528.4891826923,241.5195770263672,0.6865787506103516
43,90925.22946797521,215.40670776367188,0.8003725409507751,147941.11177884616,221.90780639648438,0.686927080154419
44,89908.1036286157,213.37081909179688,0.802706778049469,151574.0204326923,232.86349487304688,0.6775158643722534
45,88242.94641012397,210.8614501953125,0.8062688112258911,150583.91586538462,232.12548828125,0.6789541244506836
46,86843.87164256198,219.16455078125,0.8093635439872742,145950.12139423078,229.56346130371094,0.6891292929649353
47,85924.96900826447,206.39378356933594,0.8114321827888489,148522.78846153847,233.06744384765625,0.6852292418479919
48,84602.57660769628,208.25022888183594,0.814300537109375,148871.28185096153,227.60621643066406,0.6819013357162476
